,trial,trial_type,gain,loss,response_time,choice,outcome,total_gain,gain_prob,loss_prob,sub
1,2,symmetric,3.05,3.05,1.3694,safe,0.0,10.0,0.5,0.5,sub-041
2,3,symmetric,3.05,3.05,1.5864,safe,0.0,10.0,0.5,0.5,sub-041
3,4,negativeSkew,1.75,5.25,1.7035,gamble,1.75,11.75,0.75,0.25,sub-041
4,5,negativeSkew,1.75,5.25,1.2689,safe,0.0,11.75,0.75,0.25,sub-041
5,6,symmetric,3.05,3.05,1.3868,safe,0.0,11.75,0.5,0.5,sub-041
6,7,positiveSkew,5.25,1.75,1.7868,safe,0.0,11.75,0.25,0.75,sub-041
7,8,negativeSkew,1.75,5.25,2.0754,gamble,-5.25,6.5,0.75,0.25,sub-041
8,9,positiveSkew,5.25,1.75,0.83612,safe,0.0,6.5,0.25,0.75,sub-041
9,10,positiveSkew,5.25,1.75,0.73787,safe,0.0,6.5,0.25,0.75,sub-041
10,11,positiveSkew,5.25,1.75,1.0134,safe,0.0,6.5,0.25,0.75,sub-041
11,12,symmetric,3.05,3.05,1.0694,safe,0.0,6.5,0.5,0.5,sub-041
12,13,symmetric,3.05,3.05,1.0698,safe,0.0,6.5,0.5,0.5,sub-041
13,14,negativeSkew,1.75,5.25,1.3033,gamble,1.75,8.25,0.75,0.25,sub-041
14,15,positiveSkew,5.25,1.75,2.4349,safe,0.0,8.25,0.25,0.75,sub-041
15,16,negativeSkew,1.75,5.25,0.58765,gamble,1.75,10.0,0.75,0.25,sub-041
16,17,negativeSkew,1.75,5.25,0.73455,safe,0.0,10.0,0.75,0.25,sub-041
17,18,positiveSkew,5.25,1.75,0.88628,safe,0.0,10.0,0.25,0.75,sub-041
18,19,positiveSkew,5.25,1.75,1.02,safe,0.0,10.0,0.25,0.75,sub-041
19,20,positiveSkew,5.25,1.75,1.2895,safe,0.0,10.0,0.25,0.75,sub-041
20,21,positiveSkew,5.25,1.75,1.0035,safe,0.0,10.0,0.25,0.75,sub-041
21,22,symmetric,3.05,3.05,1.3191,safe,0.0,10.0,0.5,0.5,sub-041
22,23,negativeSkew,1.75,5.25,0.83572,gamble,1.75,11.75,0.75,0.25,sub-041
23,24,symmetric,3.05,3.05,0.91959,safe,0.0,11.75,0.5,0.5,sub-041
24,25,positiveSkew,5.25,1.75,1.0528,safe,0.0,11.75,0.25,0.75,sub-041
25,26,negativeSkew,1.75,5.25,1.7359,gamble,1.75,13.5,0.75,0.25,sub-041
26,27,negativeSkew,1.75,5.25,1.5861,safe,0.0,13.5,0.75,0.25,sub-041
27,28,negativeSkew,1.75,5.25,1.0829,safe,0.0,13.5,0.75,0.25,sub-041
28,29,symmetric,3.05,3.05,1.1689,safe,0.0,13.5,0.5,0.5,sub-041
29,30,symmetric,3.05,3.05,0.93664,safe,0.0,13.5,0.5,0.5,sub-041
30,31,symmetric,3.05,3.05,1.0861,safe,0.0,13.5,0.5,0.5,sub-041
31,32,symmetric,3.05,3.05,2.1859,safe,0.0,13.5,0.5,0.5,sub-041
32,33,negativeSkew,1.75,5.25,1.1199,safe,0.0,13.5,0.75,0.25,sub-041
33,34,symmetric,3.05,3.05,0.0,safe,0.0,13.5,0.5,0.5,sub-041
34,35,positiveSkew,5.25,1.75,1.0027,safe,0.0,13.5,0.25,0.75,sub-041
35,36,positiveSkew,5.25,1.75,1.3058,safe,0.0,13.5,0.25,0.75,sub-041
36,37,negativeSkew,1.75,5.25,1.0025,safe,0.0,13.5,0.75,0.25,sub-041
37,38,positiveSkew,5.25,1.75,0.83665,safe,0.0,13.5,0.25,0.75,sub-041
38,39,negativeSkew,1.75,5.25,1.0359,safe,0.0,13.5,0.75,0.25,sub-041
39,40,negativeSkew,1.75,5.25,0.91965,safe,0.0,13.5,0.75,0.25,sub-041
40,41,negativeSkew,1.75,5.25,0.96917,safe,0.0,13.5,0.75,0.25,sub-041
41,42,positiveSkew,5.25,1.75,1.0029,safe,0.0,13.5,0.25,0.75,sub-041
42,43,negativeSkew,1.75,5.25,0.91928,safe,0.0,13.5,0.75,0.25,sub-041
43,44,symmetric,3.05,3.05,1.2533,safe,0.0,13.5,0.5,0.5,sub-041
44,45,positiveSkew,5.25,1.75,1.1007,safe,0.0,13.5,0.25,0.75,sub-041
45,46,symmetric,3.05,3.05,0.95274,safe,0.0,13.5,0.5,0.5,sub-041
46,47,symmetric,3.05,3.05,1.3024,safe,0.0,13.5,0.5,0.5,sub-041
47,48,positiveSkew,5.25,1.75,1.1387,safe,0.0,13.5,0.25,0.75,sub-041
48,49,symmetric,3.05,3.05,1.1869,safe,0.0,13.5,0.5,0.5,sub-041
49,50,positiveSkew,5.25,1.75,0.91933,safe,0.0,13.5,0.25,0.75,sub-041
50,51,symmetric,3.05,3.05,0.91959,safe,0.0,13.5,0.5,0.5,sub-041
51,52,positiveSkew,5.25,1.75,0.90265,safe,0.0,13.5,0.25,0.75,sub-041
52,53,symmetric,3.05,3.05,1.4191,safe,0.0,13.5,0.5,0.5,sub-041
53,54,positiveSkew,5.25,1.75,1.1879,safe,0.0,13.5,0.25,0.75,sub-041
54,55,negativeSkew,1.75,5.25,1.1191,safe,0.0,13.5,0.75,0.25,sub-041
55,56,positiveSkew,5.25,1.75,1.2038,safe,0.0,13.5,0.25,0.75,sub-041
56,57,negativeSkew,1.75,5.25,1.4027,safe,0.0,13.5,0.75,0.25,sub-041
57,58,symmetric,3.05,3.05,1.5033,safe,0.0,13.5,0.5,0.5,sub-041
58,59,symmetric,3.05,3.05,0.86924,safe,0.0,13.5,0.5,0.5,sub-041
59,60,negativeSkew,1.75,5.25,0.96964,safe,0.0,13.5,0.75,0.25,sub-041
60,61,symmetric,3.05,3.05,1.3013,safe,0.0,13.5,0.5,0.5,sub-041
61,62,negativeSkew,1.75,5.25,0.96971,safe,0.0,13.5,0.75,0.25,sub-041
62,63,symmetric,3.05,3.05,0.8705,safe,0.0,13.5,0.5,0.5,sub-041
63,64,negativeSkew,1.75,5.25,0.84369,safe,0.0,13.5,0.75,0.25,sub-041
64,65,positiveSkew,5.25,1.75,1.1027,safe,0.0,13.5,0.25,0.75,sub-041
65,66,positiveSkew,5.25,1.75,0.8348,safe,0.0,13.5,0.25,0.75,sub-041
66,67,negativeSkew,1.75,5.25,1.0202,safe,0.0,13.5,0.75,0.25,sub-041
67,68,negativeSkew,1.75,5.25,1.1343,safe,0.0,13.5,0.75,0.25,sub-041
68,69,negativeSkew,1.75,5.25,1.2869,safe,0.0,13.5,0.75,0.25,sub-041
69,70,symmetric,3.05,3.05,0.70929,safe,0.0,13.5,0.5,0.5,sub-041
70,71,positiveSkew,5.25,1.75,0.77151,safe,0.0,13.5,0.25,0.75,sub-041
71,72,positiveSkew,5.25,1.75,1.032,safe,0.0,13.5,0.25,0.75,sub-041
0,1,symmetric,3.05,3.05,1.1494,gamble,3.05,13.05,0.5,0.5,sub-058
1,2,symmetric,3.05,3.05,1.5368,safe,0.0,13.05,0.5,0.5,sub-058
2,3,symmetric,3.05,3.05,0.95297,gamble,3.05,16.1,0.5,0.5,sub-058
3,4,negativeSkew,1.75,5.25,3.1579,safe,0.0,16.1,0.75,0.25,sub-058
4,5,negativeSkew,1.75,5.25,1.953,gamble,1.75,17.85,0.75,0.25,sub-058
5,6,symmetric,3.05,3.05,1.0358,gamble,3.05,20.9,0.5,0.5,sub-058
6,7,positiveSkew,5.25,1.75,2.0701,safe,0.0,20.9,0.25,0.75,sub-058
7,8,negativeSkew,1.75,5.25,2.2026,gamble,-5.25,15.65,0.75,0.25,sub-058
8,9,positiveSkew,5.25,1.75,0.75211,safe,0.0,15.65,0.25,0.75,sub-058
9,10,positiveSkew,5.25,1.75,1.3641,safe,0.0,15.65,0.25,0.75,sub-058
10,11,positiveSkew,5.25,1.75,1.4358,safe,0.0,15.65,0.25,0.75,sub-058
11,12,symmetric,3.05,3.05,1.6194,gamble,-3.05,12.6,0.5,0.5,sub-058
12,13,symmetric,3.05,3.05,0.86963,gamble,3.05,15.65,0.5,0.5,sub-058
13,14,negativeSkew,1.75,5.25,2.2358,safe,0.0,15.65,0.75,0.25,sub-058
14,15,positiveSkew,5.25,1.75,1.286,safe,0.0,15.65,0.25,0.75,sub-058
15,16,negativeSkew,1.75,5.25,2.2195,safe,0.0,15.65,0.75,0.25,sub-058
16,17,negativeSkew,1.75,5.25,2.2863,safe,0.0,15.65,0.75,0.25,sub-058
17,18,positiveSkew,5.25,1.75,2.2527,safe,0.0,15.65,0.25,0.75,sub-058
18,19,positiveSkew,5.25,1.75,1.0236,safe,0.0,15.65,0.25,0.75,sub-058
19,20,positiveSkew,5.25,1.75,2.1873,safe,0.0,15.65,0.25,0.75,sub-058
20,21,positiveSkew,5.25,1.75,1.5692,safe,0.0,15.65,0.25,0.75,sub-058
21,22,symmetric,3.05,3.05,0.84157,gamble,-3.05,12.6,0.5,0.5,sub-058
22,23,negativeSkew,1.75,5.25,1.0862,safe,0.0,12.6,0.75,0.25,sub-058
23,24,symmetric,3.05,3.05,0.86435,gamble,3.05,15.65,0.5,0.5,sub-058
24,25,positiveSkew,5.25,1.75,1.4856,safe,0.0,15.65,0.25,0.75,sub-058
25,26,negativeSkew,1.75,5.25,1.0688,safe,0.0,15.65,0.75,0.25,sub-058
26,27,negativeSkew,1.75,5.25,0.97026,safe,0.0,15.65,0.75,0.25,sub-058
27,28,negativeSkew,1.75,5.25,0.91952,safe,0.0,15.65,0.75,0.25,sub-058
28,29,symmetric,3.05,3.05,0.85222,safe,0.0,15.65,0.5,0.5,sub-058
29,30,symmetric,3.05,3.05,1.1192,safe,0.0,15.65,0.5,0.5,sub-058
30,31,symmetric,3.05,3.05,2.603,safe,0.0,15.65,0.5,0.5,sub-058
31,32,symmetric,3.05,3.05,1.0692,gamble,3.05,18.7,0.5,0.5,sub-058
32,33,negativeSkew,1.75,5.25,1.0516,safe,0.0,18.7,0.75,0.25,sub-058
33,34,symmetric,3.05,3.05,1.3026,safe,0.0,18.7,0.5,0.5,sub-058
34,35,positiveSkew,5.25,1.75,0.9692,safe,0.0,18.7,0.25,0.75,sub-058
35,36,positiveSkew,5.25,1.75,0.95255,safe,0.0,18.7,0.25,0.75,sub-058
36,37,negativeSkew,1.75,5.25,1.1858,safe,0.0,18.7,0.75,0.25,sub-058
37,38,positiveSkew,5.25,1.75,0.91938,safe,0.0,18.7,0.25,0.75,sub-058
38,39,negativeSkew,1.75,5.25,1.1695,safe,0.0,18.7,0.75,0.25,sub-058
39,40,negativeSkew,1.75,5.25,0.80279,safe,0.0,18.7,0.75,0.25,sub-058
40,41,negativeSkew,1.75,5.25,0.7693,safe,0.0,18.7,0.75,0.25,sub-058
41,42,positiveSkew,5.25,1.75,0.96913,safe,0.0,18.7,0.25,0.75,sub-058
42,43,negativeSkew,1.75,5.25,0.76373,safe,0.0,18.7,0.75,0.25,sub-058
43,44,symmetric,3.05,3.05,1.8694,safe,0.0,18.7,0.5,0.5,sub-058
44,45,positiveSkew,5.25,1.75,1.2028,gamble,-1.75,16.95,0.25,0.75,sub-058
45,46,symmetric,3.05,3.05,1.9192,safe,0.0,16.95,0.5,0.5,sub-058
46,47,symmetric,3.05,3.05,0.75282,gamble,3.05,20.0,0.5,0.5,sub-058
47,48,positiveSkew,5.25,1.75,0.96899,safe,0.0,20.0,0.25,0.75,sub-058
48,49,symmetric,3.05,3.05,1.0689,safe,0.0,20.0,0.5,0.5,sub-058
49,50,positiveSkew,5.25,1.75,0.72688,safe,0.0,20.0,0.25,0.75,sub-058
50,51,symmetric,3.05,3.05,0.99075,safe,0.0,20.0,0.5,0.5,sub-058
51,52,positiveSkew,5.25,1.75,1.0209,safe,0.0,20.0,0.25,0.75,sub-058
52,53,symmetric,3.05,3.05,0.83433,safe,0.0,20.0,0.5,0.5,sub-058
53,54,positiveSkew,5.25,1.75,0.95287,safe,0.0,20.0,0.25,0.75,sub-058
54,55,negativeSkew,1.75,5.25,0.87092,safe,0.0,20.0,0.75,0.25,sub-058
55,56,positiveSkew,5.25,1.75,0.91978,safe,0.0,20.0,0.25,0.75,sub-058
56,57,negativeSkew,1.75,5.25,0.80447,safe,0.0,20.0,0.75,0.25,sub-058
57,58,symmetric,3.05,3.05,0.83612,safe,0.0,20.0,0.5,0.5,sub-058
58,59,symmetric,3.05,3.05,1.0194,safe,0.0,20.0,0.5,0.5,sub-058
59,60,negativeSkew,1.75,5.25,0.91968,safe,0.0,20.0,0.75,0.25,sub-058
60,61,symmetric,3.05,3.05,1.0031,safe,0.0,20.0,0.5,0.5,sub-058
61,62,negativeSkew,1.75,5.25,0.85243,safe,0.0,20.0,0.75,0.25,sub-058
62,63,symmetric,3.05,3.05,1.2366,safe,0.0,20.0,0.5,0.5,sub-058
63,64,negativeSkew,1.75,5.25,1.6529,safe,0.0,20.0,0.75,0.25,sub-058
64,65,positiveSkew,5.25,1.75,0.93632,safe,0.0,20.0,0.25,0.75,sub-058
65,66,positiveSkew,5.25,1.75,0.94996,safe,0.0,20.0,0.25,0.75,sub-058
66,67,negativeSkew,1.75,5.25,0.7745,safe,0.0,20.0,0.75,0.25,sub-058
67,68,negativeSkew,1.75,5.25,0.90543,safe,0.0,20.0,0.75,0.25,sub-058
68,69,negativeSkew,1.75,5.25,0.88583,safe,0.0,20.0,0.75,0.25,sub-058
69,70,symmetric,3.05,3.05,0.95289,gamble,-3.05,16.95,0.5,0.5,sub-058
70,71,positiveSkew,5.25,1.75,0.63591,safe,0.0,16.95,0.25,0.75,sub-058
71,72,positiveSkew,5.25,1.75,0.90266,safe,0.0,16.95,0.25,0.75,sub-058
0,1,symmetric,3.05,3.05,1.4339,gamble,3.05,13.05,0.5,0.5,sub-032
1,2,symmetric,3.05,3.05,0.95252,gamble,-3.05,10.0,0.5,0.5,sub-032
2,3,symmetric,3.05,3.05,0.9525,gamble,3.05,13.05,0.5,0.5,sub-032
3,4,negativeSkew,1.75,5.25,1.6356,safe,0.0,13.05,0.75,0.25,sub-032
4,5,negativeSkew,1.75,5.25,1.0191,safe,0.0,13.05,0.75,0.25,sub-032
5,6,symmetric,3.05,3.05,0.9692,gamble,3.05,16.1,0.5,0.5,sub-032
6,7,positiveSkew,5.25,1.75,0.88601,gamble,-1.75,14.35,0.25,0.75,sub-032
7,8,negativeSkew,1.75,5.25,0.81968,safe,0.0,14.35,0.75,0.25,sub-032
8,9,positiveSkew,5.25,1.75,0.91906,gamble,5.25,19.6,0.25,0.75,sub-032
9,10,positiveSkew,5.25,1.75,0.68542,gamble,-1.75,17.85,0.25,0.75,sub-032
10,11,positiveSkew,5.25,1.75,0.75259,gamble,-1.75,16.1,0.25,0.75,sub-032
11,12,symmetric,3.05,3.05,0.65245,gamble,-3.05,13.05,0.5,0.5,sub-032
12,13,symmetric,3.05,3.05,0.75519,gamble,3.05,16.1,0.5,0.5,sub-032
13,14,negativeSkew,1.75,5.25,0.70227,gamble,1.75,17.85,0.75,0.25,sub-032
14,15,positiveSkew,5.25,1.75,0.80232,gamble,5.25,23.1,0.25,0.75,sub-032
15,16,negativeSkew,1.75,5.25,0.90281,safe,0.0,23.1,0.75,0.25,sub-032
16,17,negativeSkew,1.75,5.25,0.78606,safe,0.0,23.1,0.75,0.25,sub-032
17,18,positiveSkew,5.25,1.75,0.81915,gamble,-1.75,21.35,0.25,0.75,sub-032
18,19,positiveSkew,5.25,1.75,0.71909,gamble,-1.75,19.6,0.25,0.75,sub-032
19,20,positiveSkew,5.25,1.75,0.58583,gamble,-1.75,17.85,0.25,0.75,sub-032
20,21,positiveSkew,5.25,1.75,0.7693,gamble,-1.75,16.1,0.25,0.75,sub-032
21,22,symmetric,3.05,3.05,0.98594,gamble,-3.05,13.05,0.5,0.5,sub-032
22,23,negativeSkew,1.75,5.25,0.88567,safe,0.0,13.05,0.75,0.25,sub-032
23,24,symmetric,3.05,3.05,0.78607,gamble,3.05,16.1,0.5,0.5,sub-032
24,25,positiveSkew,5.25,1.75,0.86904,gamble,-1.75,14.35,0.25,0.75,sub-032
25,26,negativeSkew,1.75,5.25,0.76921,safe,0.0,14.35,0.75,0.25,sub-032
26,27,negativeSkew,1.75,5.25,0.71943,safe,0.0,14.35,0.75,0.25,sub-032
27,28,negativeSkew,1.75,5.25,0.85234,safe,0.0,14.35,0.75,0.25,sub-032
28,29,symmetric,3.05,3.05,0.80242,gamble,-3.05,11.3,0.5,0.5,sub-032
29,30,symmetric,3.05,3.05,1.4194,gamble,-3.05,8.25,0.5,0.5,sub-032
30,31,symmetric,3.05,3.05,0.85266,gamble,-3.05,5.2,0.5,0.5,sub-032
31,32,symmetric,3.05,3.05,0.75247,gamble,3.05,8.25,0.5,0.5,sub-032
32,33,negativeSkew,1.75,5.25,0.85276,safe,0.0,8.25,0.75,0.25,sub-032
33,34,symmetric,3.05,3.05,0.75261,gamble,-3.05,5.2,0.5,0.5,sub-032
34,35,positiveSkew,5.25,1.75,1.4352,gamble,5.25,10.45,0.25,0.75,sub-032
35,36,positiveSkew,5.25,1.75,0.9858,gamble,-1.75,8.7,0.25,0.75,sub-032
36,37,negativeSkew,1.75,5.25,0.73598,safe,0.0,8.7,0.75,0.25,sub-032
37,38,positiveSkew,5.25,1.75,0.7691,gamble,-1.75,6.95,0.25,0.75,sub-032
38,39,negativeSkew,1.75,5.25,0.9357,safe,0.0,6.95,0.75,0.25,sub-032
39,40,negativeSkew,1.75,5.25,0.71912,safe,0.0,6.95,0.75,0.25,sub-032
40,41,negativeSkew,1.75,5.25,0.88584,safe,0.0,6.95,0.75,0.25,sub-032
41,42,positiveSkew,5.25,1.75,0.85217,gamble,-1.75,5.2,0.25,0.75,sub-032
42,43,negativeSkew,1.75,5.25,0.85334,safe,0.0,5.2,0.75,0.25,sub-032
43,44,symmetric,3.05,3.05,0.71906,gamble,3.05,8.25,0.5,0.5,sub-032
44,45,positiveSkew,5.25,1.75,0.91897,gamble,-1.75,6.5,0.25,0.75,sub-032
45,46,symmetric,3.05,3.05,0.75278,gamble,3.05,9.55,0.5,0.5,sub-032
46,47,symmetric,3.05,3.05,0.73593,gamble,3.05,12.6,0.5,0.5,sub-032
47,48,positiveSkew,5.25,1.75,0.68575,gamble,5.25,17.85,0.25,0.75,sub-032
48,49,symmetric,3.05,3.05,1.2023,gamble,-3.05,14.8,0.5,0.5,sub-032
49,50,positiveSkew,5.25,1.75,0.80232,gamble,-1.75,13.05,0.25,0.75,sub-032
50,51,symmetric,3.05,3.05,0.76936,gamble,-3.05,10.0,0.5,0.5,sub-032
51,52,positiveSkew,5.25,1.75,0.73593,gamble,-1.75,8.25,0.25,0.75,sub-032
52,53,symmetric,3.05,3.05,0.78569,gamble,3.05,11.3,0.5,0.5,sub-032
53,54,positiveSkew,5.25,1.75,0.93588,gamble,5.25,16.55,0.25,0.75,sub-032
54,55,negativeSkew,1.75,5.25,0.76901,safe,0.0,16.55,0.75,0.25,sub-032
55,56,positiveSkew,5.25,1.75,0.80253,gamble,-1.75,14.8,0.25,0.75,sub-032
56,57,negativeSkew,1.75,5.25,0.83584,safe,0.0,14.8,0.75,0.25,sub-032
57,58,symmetric,3.05,3.05,1.0357,gamble,3.05,17.85,0.5,0.5,sub-032
58,59,symmetric,3.05,3.05,0.71907,gamble,-3.05,14.8,0.5,0.5,sub-032
59,60,negativeSkew,1.75,5.25,0.86947,safe,0.0,14.8,0.75,0.25,sub-032
60,61,symmetric,3.05,3.05,0.76919,gamble,3.05,17.85,0.5,0.5,sub-032
61,62,negativeSkew,1.75,5.25,0.75274,safe,0.0,17.85,0.75,0.25,sub-032
62,63,symmetric,3.05,3.05,0.969,gamble,-3.05,14.8,0.5,0.5,sub-032
63,64,negativeSkew,1.75,5.25,0.73592,safe,0.0,14.8,0.75,0.25,sub-032
64,65,positiveSkew,5.25,1.75,0.7694,gamble,-1.75,13.05,0.25,0.75,sub-032
65,66,positiveSkew,5.25,1.75,1.0024,gamble,-1.75,11.3,0.25,0.75,sub-032
66,67,negativeSkew,1.75,5.25,0.98566,safe,0.0,11.3,0.75,0.25,sub-032
67,68,negativeSkew,1.75,5.25,0.75265,safe,0.0,11.3,0.75,0.25,sub-032
68,69,negativeSkew,1.75,5.25,0.76899,safe,0.0,11.3,0.75,0.25,sub-032
69,70,symmetric,3.05,3.05,0.75234,gamble,-3.05,8.25,0.5,0.5,sub-032
70,71,positiveSkew,5.25,1.75,0.85273,gamble,-1.75,6.5,0.25,0.75,sub-032
71,72,positiveSkew,5.25,1.75,0.71902,gamble,5.25,11.75,0.25,0.75,sub-032
0,1,symmetric,3.05,3.05,0.85217,safe,0.0,10.0,0.5,0.5,sub-053
1,2,symmetric,3.05,3.05,0.98611,safe,0.0,10.0,0.5,0.5,sub-053
2,3,symmetric,3.05,3.05,1.0024,safe,0.0,10.0,0.5,0.5,sub-053
3,4,negativeSkew,1.75,5.25,1.7871,safe,0.0,10.0,0.75,0.25,sub-053
4,5,negativeSkew,1.75,5.25,0.35258,safe,0.0,10.0,0.75,0.25,sub-053
5,6,symmetric,3.05,3.05,1.2194,safe,0.0,10.0,0.5,0.5,sub-053
6,7,positiveSkew,5.25,1.75,1.2695,gamble,-1.75,8.25,0.25,0.75,sub-053
7,8,negativeSkew,1.75,5.25,1.3362,gamble,-5.25,3.0,0.75,0.25,sub-053
8,9,positiveSkew,5.25,1.75,1.5363,gamble,5.25,8.25,0.25,0.75,sub-053
9,10,positiveSkew,5.25,1.75,0.91913,safe,0.0,8.25,0.25,0.75,sub-053
10,11,positiveSkew,5.25,1.75,1.3862,safe,0.0,8.25,0.25,0.75,sub-053
11,12,symmetric,3.05,3.05,1.1861,safe,0.0,8.25,0.5,0.5,sub-053
12,13,symmetric,3.05,3.05,0.85226,safe,0.0,8.25,0.5,0.5,sub-053
13,14,negativeSkew,1.75,5.25,0.90292,gamble,1.75,10.0,0.75,0.25,sub-053
14,15,positiveSkew,5.25,1.75,1.169,safe,0.0,10.0,0.25,0.75,sub-053
15,16,negativeSkew,1.75,5.25,0.86918,gamble,1.75,11.75,0.75,0.25,sub-053
16,17,negativeSkew,1.75,5.25,1.3529,safe,0.0,11.75,0.75,0.25,sub-053
17,18,positiveSkew,5.25,1.75,1.3362,safe,0.0,11.75,0.25,0.75,sub-053
18,19,positiveSkew,5.25,1.75,1.1691,safe,0.0,11.75,0.25,0.75,sub-053
19,20,positiveSkew,5.25,1.75,1.0031,safe,0.0,11.75,0.25,0.75,sub-053
20,21,positiveSkew,5.25,1.75,0.81943,safe,0.0,11.75,0.25,0.75,sub-053
21,22,symmetric,3.05,3.05,1.1524,safe,0.0,11.75,0.5,0.5,sub-053
22,23,negativeSkew,1.75,5.25,0.91932,gamble,1.75,13.5,0.75,0.25,sub-053
23,24,symmetric,3.05,3.05,0.96902,safe,0.0,13.5,0.5,0.5,sub-053
24,25,positiveSkew,5.25,1.75,1.1859,safe,0.0,13.5,0.25,0.75,sub-053
25,26,negativeSkew,1.75,5.25,0.85274,gamble,1.75,15.25,0.75,0.25,sub-053
26,27,negativeSkew,1.75,5.25,1.5526,safe,0.0,15.25,0.75,0.25,sub-053
27,28,negativeSkew,1.75,5.25,0.95279,gamble,1.75,17.0,0.75,0.25,sub-053
28,29,symmetric,3.05,3.05,0.86926,safe,0.0,17.0,0.5,0.5,sub-053
29,30,symmetric,3.05,3.05,0.8362,safe,0.0,17.0,0.5,0.5,sub-053
30,31,symmetric,3.05,3.05,0.9366,safe,0.0,17.0,0.5,0.5,sub-053
31,32,symmetric,3.05,3.05,0.95249,safe,0.0,17.0,0.5,0.5,sub-053
32,33,negativeSkew,1.75,5.25,0.90273,gamble,-5.25,11.75,0.75,0.25,sub-053
33,34,symmetric,3.05,3.05,0.95259,safe,0.0,11.75,0.5,0.5,sub-053
34,35,positiveSkew,5.25,1.75,1.0358,safe,0.0,11.75,0.25,0.75,sub-053
35,36,positiveSkew,5.25,1.75,1.6527,safe,0.0,11.75,0.25,0.75,sub-053
36,37,negativeSkew,1.75,5.25,0.93585,gamble,1.75,13.5,0.75,0.25,sub-053
37,38,positiveSkew,5.25,1.75,0.98591,safe,0.0,13.5,0.25,0.75,sub-053
38,39,negativeSkew,1.75,5.25,0.88614,gamble,1.75,15.25,0.75,0.25,sub-053
39,40,negativeSkew,1.75,5.25,1.1547,safe,0.0,15.25,0.75,0.25,sub-053
40,41,negativeSkew,1.75,5.25,1.3027,safe,0.0,15.25,0.75,0.25,sub-053
41,42,positiveSkew,5.25,1.75,1.4194,safe,0.0,15.25,0.25,0.75,sub-053
42,43,negativeSkew,1.75,5.25,0.92053,gamble,-5.25,10.0,0.75,0.25,sub-053
43,44,symmetric,3.05,3.05,0.88567,safe,0.0,10.0,0.5,0.5,sub-053
44,45,positiveSkew,5.25,1.75,1.0027,safe,0.0,10.0,0.25,0.75,sub-053
45,46,symmetric,3.05,3.05,0.92084,safe,0.0,10.0,0.5,0.5,sub-053
46,47,symmetric,3.05,3.05,0.95389,safe,0.0,10.0,0.5,0.5,sub-053
47,48,positiveSkew,5.25,1.75,0.76991,safe,0.0,10.0,0.25,0.75,sub-053
48,49,symmetric,3.05,3.05,0.88965,safe,0.0,10.0,0.5,0.5,sub-053
49,50,positiveSkew,5.25,1.75,0.90255,safe,0.0,10.0,0.25,0.75,sub-053
50,51,symmetric,3.05,3.05,1.171,safe,0.0,10.0,0.5,0.5,sub-053
51,52,positiveSkew,5.25,1.75,0.81937,safe,0.0,10.0,0.25,0.75,sub-053
52,53,symmetric,3.05,3.05,1.2861,safe,0.0,10.0,0.5,0.5,sub-053
53,54,positiveSkew,5.25,1.75,1.1525,safe,0.0,10.0,0.25,0.75,sub-053
54,55,negativeSkew,1.75,5.25,0.9359,safe,0.0,10.0,0.75,0.25,sub-053
55,56,positiveSkew,5.25,1.75,0.95258,safe,0.0,10.0,0.25,0.75,sub-053
56,57,negativeSkew,1.75,5.25,0.91928,safe,0.0,10.0,0.75,0.25,sub-053
57,58,symmetric,3.05,3.05,1.0038,safe,0.0,10.0,0.5,0.5,sub-053
58,59,symmetric,3.05,3.05,1.1024,safe,0.0,10.0,0.5,0.5,sub-053
59,60,negativeSkew,1.75,5.25,1.2356,safe,0.0,10.0,0.75,0.25,sub-053
60,61,symmetric,3.05,3.05,0.83603,safe,0.0,10.0,0.5,0.5,sub-053
61,62,negativeSkew,1.75,5.25,0.95321,safe,0.0,10.0,0.75,0.25,sub-053
62,63,symmetric,3.05,3.05,0.9859,safe,0.0,10.0,0.5,0.5,sub-053
63,64,negativeSkew,1.75,5.25,1.0365,safe,0.0,10.0,0.75,0.25,sub-053
64,65,positiveSkew,5.25,1.75,0.81921,safe,0.0,10.0,0.25,0.75,sub-053
65,66,positiveSkew,5.25,1.75,0.85244,safe,0.0,10.0,0.25,0.75,sub-053
66,67,negativeSkew,1.75,5.25,0.88623,safe,0.0,10.0,0.75,0.25,sub-053
67,68,negativeSkew,1.75,5.25,0.98598,safe,0.0,10.0,0.75,0.25,sub-053
68,69,negativeSkew,1.75,5.25,0.90268,safe,0.0,10.0,0.75,0.25,sub-053
69,70,symmetric,3.05,3.05,0.86917,safe,0.0,10.0,0.5,0.5,sub-053
70,71,positiveSkew,5.25,1.75,0.9858,safe,0.0,10.0,0.25,0.75,sub-053
71,72,positiveSkew,5.25,1.75,0.91915,safe,0.0,10.0,0.25,0.75,sub-053
0,1,symmetric,3.05,3.05,2.2194,gamble,3.05,13.05,0.5,0.5,sub-039
1,2,symmetric,3.05,3.05,1.2357,gamble,-3.05,10.0,0.5,0.5,sub-039
2,3,symmetric,3.05,3.05,1.1357,gamble,3.05,13.05,0.5,0.5,sub-039
3,4,negativeSkew,1.75,5.25,1.8858,safe,0.0,13.05,0.75,0.25,sub-039
4,5,negativeSkew,1.75,5.25,1.0551,safe,0.0,13.05,0.75,0.25,sub-039
